GeneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene_type
ENSMUSG00000000378.15	15043.212728686	-0.432373100001903	0.12584638841655	-3.43572116325463	0.000590978879124034	0.0151738316660589	Genes
ENSMUSG00000000402.2	799.38804614042	-1.44727721991809	0.188805748905374	-7.66542983097107	1.7823328764197e-14	3.23914245665997e-12	Genes
ENSMUSG00000000804.14	15002.5947168356	0.441242891837475	0.126260053187225	3.49471492129959	0.000474568351845228	0.0128111112507665	Genes
ENSMUSG00000000901.17	1242.10694585451	-1.53254733803135	0.345899453251297	-4.43061509240939	9.39646799317523e-06	0.0004365187586652	Genes
ENSMUSG00000000903.3	32771.3288890201	-5.78436262346551	0.803889995237289	-7.19546537179891	6.22480838428282e-13	9.65829458992182e-11	Genes
ENSMUSG00000001014.6	2743.91123610548	0.767894506742423	0.232126471268374	3.30808676212813	0.000939357027545033	0.022054102940359	Genes
ENSMUSG00000001027.7	467.783394533694	-0.899484906611229	0.233928236433728	-3.84513182471691	0.000120487647233302	0.00412357680221734	Genes
ENSMUSG00000001029.15	3842.30554736409	-0.680678912573288	0.121795562876327	-5.58870041320354	2.2877524303136e-08	1.84028118139263e-06	Genes
ENSMUSG00000001053.15	1131.13416034897	-1.06163679724644	0.197029949832466	-5.38820010942066	7.11667893096946e-08	5.29100817112133e-06	Genes
ENSMUSG00000001173.15	4008.05404683836	0.410667920111816	0.131318792457849	3.12725933908991	0.00176444209587996	0.0362255096620125	Genes
ENSMUSG00000001349.5	260.282301548175	-0.982732411084072	0.320669171520578	-3.06463014958395	0.00217939325624411	0.0427974398568598	Genes
ENSMUSG00000001376.17	22909.6577691724	0.851002217195411	0.241528485904824	3.52340310505136	0.000426042844379157	0.0117176154883388	Genes
ENSMUSG00000001419.17	8714.50877169061	-0.473943152237496	0.10945243054887	-4.33012907854872	1.49021964074935e-05	0.000664756499972906	Genes
ENSMUSG00000001497.18	637.751320567502	1.00769091967699	0.191219881389406	5.26980203290103	1.3657097347545e-07	9.60769455874334e-06	Genes
ENSMUSG00000001506.10	643.56274283884	-0.842293208590847	0.245248397248086	-3.43444939107516	0.000593758933725008	0.0152240411125899	Genes
ENSMUSG00000001663.10	430.742091664916	0.510327701133578	0.165278849612603	3.08767699151908	0.00201727605096602	0.0403609436190984	Genes
ENSMUSG00000001700.10	2027.95162539267	-0.824213930799153	0.146289453658722	-5.63413089724128	1.75943350522854e-08	1.43291622920636e-06	Genes
ENSMUSG00000001763.14	14507.2206250507	1.12517496896945	0.172955399288922	6.5055787422389	7.73948300736321e-11	9.09620974413302e-09	Genes
ENSMUSG00000001774.8	10704.6221413615	-0.393589689606111	0.108013945940791	-3.64387844715774	0.000268560289059047	0.00807223135299609	Genes
ENSMUSG00000001786.14	4868.72694029894	0.638859176856532	0.125817394710469	5.07766973180995	3.82092124074635e-07	2.479177905876e-05	Genes
ENSMUSG00000001918.17	10450.4649548174	-0.396440950431008	0.130012106785202	-3.04926179748771	0.00229404475030704	0.0445255939078718	Genes
ENSMUSG00000002007.5	851.238545463886	-2.15608989067856	0.22752122337433	-9.47643414843657	2.63121076304826e-21	8.98158073943126e-19	Genes
ENSMUSG00000002028.13	25900.8772653489	-0.340070232177797	0.110759234187105	-3.07035557507846	0.00213804062507545	0.0421964729700033	Genes
ENSMUSG00000002068.16	10061.2094795391	0.728825682689287	0.167538610393646	4.35019534289349	1.36016309133343e-05	0.000609511440071848	Genes
ENSMUSG00000002190.13	454.707673928984	1.49176478633859	0.336199454046329	4.43714220348799	9.11610733669659e-06	0.000425508672416201	Genes
ENSMUSG00000002221.11	6584.99385347072	0.433997002140876	0.126326941006277	3.43550630359452	0.000591447703463598	0.015174692548669	Genes
ENSMUSG00000002324.8	614.368298209553	0.667918820533257	0.18308482485945	3.64813862124294	0.000264147115178096	0.0079578626295596	Genes
ENSMUSG00000002325.15	8679.34686073456	-0.475844837228646	0.131405940308477	-3.62118208744288	0.000293260014665542	0.00866209320970343	Genes
ENSMUSG00000002808.7	1867.79917276943	0.671234878020021	0.191232050668322	3.51005428051508	0.000448015226457361	0.0122300679517272	Genes
ENSMUSG00000002870.8	22042.6394765259	0.521918297294614	0.146459992590716	3.56355539873008	0.000365865436541042	0.0103847055035565	Genes
ENSMUSG00000002944.15	2685.09050376117	0.856818065250389	0.164428890234674	5.21087300429707	1.87954082586537e-07	1.29214317196752e-05	Genes
ENSMUSG00000002983.17	1810.41916712424	-0.826294380590058	0.153777374475552	-5.37331570010272	7.73018116331377e-08	5.70391469108801e-06	Genes
ENSMUSG00000002997.15	16629.9580724704	0.369722621247552	0.11123706873943	3.32373574238656	0.000888203167659524	0.0210800576459943	Genes
ENSMUSG00000003032.8	17254.8627634779	0.43267535652808	0.120042234026825	3.60435941596516	0.000312923772804084	0.00910587301810549	Genes
ENSMUSG00000003379.7	20777.1747858605	-3.12037230387214	0.330886802514521	-9.4303317030458	4.08794137278776e-21	1.37155674007507e-18	Genes
ENSMUSG00000003469.9	989.357751220986	1.07724900619722	0.160189802549498	6.72482885334948	1.75798951302706e-11	2.25522478215285e-09	Genes
ENSMUSG00000003545.3	9148.48579492511	0.543175016828239	0.152993560887623	3.55031292609244	0.0003847734917273	0.0108196872620023	Genes
ENSMUSG00000003585.13	2270.3852524699	0.873515324136707	0.14423052394997	6.0563832135818	1.39216127926778e-09	1.38352635487739e-07	Genes
ENSMUSG00000003824.12	9380.80241365448	0.524792531237655	0.14907371242097	3.52035595488285	0.000430968007569712	0.0118140007940985	Genes
ENSMUSG00000003882.5	10913.625429539	-1.99232965489679	0.198469520595519	-10.0384666064527	1.03266921579804e-23	4.31249256022893e-21	Genes
ENSMUSG00000004032.10	10469.8881334974	0.832179477802787	0.210807028428215	3.94758886365197	7.8942220240414e-05	0.00283002452560498	Genes
ENSMUSG00000004070.15	4640.74663532928	-0.46555509578486	0.152105899034442	-3.06073004886841	0.00220798068078144	0.0431429973240793	Genes
ENSMUSG00000004071.13	8471.28227310709	-0.58454336989786	0.16011927385445	-3.6506746241506	0.000261552412172168	0.00791614490348379	Genes
ENSMUSG00000004098.7	1215.49485069475	-3.03066140947719	0.167509470350259	-18.0924780141692	3.65286523624165e-73	2.04847464069523e-69	Genes
ENSMUSG00000004110.17	2530.96561347886	-1.65842586553018	0.236961822022459	-6.99870490265303	2.58339336048311e-12	3.6876765951187e-10	Genes
ENSMUSG00000004319.15	15256.1759960976	0.499883101947962	0.140462981865802	3.55882450527462	0.000372518330616121	0.0105506544504588	Genes
ENSMUSG00000004328.15	336.804347693672	0.774872028403058	0.206454041105579	3.75324224342403	0.000174562015655018	0.00565824366356059	Genes
ENSMUSG00000004341.8	194.818246793606	1.93504065194866	0.570944756664147	3.38919068677415	0.000700992448008935	0.0174603163366693	Genes
ENSMUSG00000004552.16	23828.5000478266	0.842371150077824	0.154060915339105	5.46777973000922	4.55707687160459e-08	3.46682272470617e-06	Genes
ENSMUSG00000004558.15	885.57213127304	0.996595958564964	0.204490084939888	4.87356616267202	1.09601538096562e-06	6.4407311047613e-05	Genes
ENSMUSG00000004562.16	2172.14005331358	0.51646770152477	0.169784084977896	3.04190879605711	0.00235083111604469	0.0453919702215122	Genes
ENSMUSG00000004655.5	24163.2109295774	0.928609122317899	0.146347891482618	6.34521695468492	2.22112208751229e-10	2.50546400992227e-08	Genes
ENSMUSG00000004698.10	2046.21842026144	-1.31602493806601	0.176835174879708	-7.44209933889701	9.90976546586435e-14	1.66242668103635e-11	Genes
ENSMUSG00000004707.14	3503.30159220043	-0.576441840503004	0.149872857409207	-3.84620571374782	0.000119961057161148	0.00410913725904088	Genes
ENSMUSG00000004837.2	2718.60650969451	-1.03810635603496	0.227802260454967	-4.55705028546096	5.18770076309019e-06	0.000257450307781423	Genes
ENSMUSG00000004897.16	57417.6573947022	0.401315474582552	0.132840137568697	3.02104079329951	0.00251907419342564	0.047679005526964	Genes
ENSMUSG00000005364.11	172.557161649279	-1.22493370143014	0.350928295145928	-3.49055268091384	0.000482022569938085	0.0129572770145629	Genes
ENSMUSG00000005410.6	24389.6732354618	0.417433903901263	0.136488627062444	3.05837865678205	0.00222538184239664	0.0434613752354628	Genes
ENSMUSG00000005447.12	14518.0758150354	-2.70429832442776	0.243277474358767	-11.1161065427688	1.0474395309785e-28	6.52654583945416e-26	Genes
ENSMUSG00000005501.14	4441.02172727368	-0.466329044933511	0.143285559128613	-3.25454321963412	0.00113574877221332	0.0257709930943547	Genes
ENSMUSG00000005540.10	2204.9720090127	-1.14223716932709	0.301815499965604	-3.78455436999514	0.000153984242808239	0.00509237695993042	Genes
ENSMUSG00000005583.16	19555.8677454929	-0.799929851466172	0.150658915595776	-5.3095420759062	1.09901010879044e-07	7.82969905999434e-06	Genes
ENSMUSG00000005672.12	6806.45754240068	0.488072115927283	0.131124878139764	3.72219309448704	0.000197499892802198	0.00624726695564084	Genes
ENSMUSG00000005774.12	1418.2317834617	-0.522203466780486	0.139180191119934	-3.75199561502608	0.000175432533504531	0.00567733231881317	Genes
ENSMUSG00000005802.12	549.774642810748	-1.30269466992018	0.24609916116557	-5.29337306047847	1.20080604170513e-07	8.49326867876307e-06	Genes
ENSMUSG00000005883.15	92.2731926644541	-1.1795315230008	0.276470938834754	-4.26638520479653	1.98665643819927e-05	0.00084767607045122	Genes
ENSMUSG00000006179.9	1859.91268085154	0.574009419549202	0.170663049403012	3.3634077297758	0.000769865670977832	0.0187168839620668	Genes
